ApprovedSymbol	ApprovedName
GPR155-DT	GPR155 divergent transcript
GPR156	G protein-coupled receptor 156
GPR157	G protein-coupled receptor 157
GPR158	G protein-coupled receptor 158
GPR158-AS1	GPR158 antisense RNA 1
GPR160	G protein-coupled receptor 160
GPR161	G protein-coupled receptor 161
GPR162	G protein-coupled receptor 162
GPR171	G protein-coupled receptor 171
GPR173	G protein-coupled receptor 173
GPR174	G protein-coupled receptor 174
GPR176	G protein-coupled receptor 176
GPR176-DT	GPR176 divergent transcript
GPR179	G protein-coupled receptor 179
GPR180	G protein-coupled receptor 180
GPR182	G protein-coupled receptor 182
GPR183	G protein-coupled receptor 183
GPRACR	GPR107 adjacent cis regulating lncRNA
GPRASP1	G protein-coupled receptor associated sorting protein 1
GPRASP2	G protein-coupled receptor associated sorting protein 2
GPRC5A	G protein-coupled receptor class C group 5 member A
GPRC5B	G protein-coupled receptor class C group 5 member B
GPRC5C	G protein-coupled receptor class C group 5 member C
GPRC5D	G protein-coupled receptor class C group 5 member D
GPRC5D-AS1	GPRC5D and HEBP1 antisense RNA 1
GPRC6A	G protein-coupled receptor class C group 6 member A
GPRIN1	G protein regulated inducer of neurite outgrowth 1
GPRIN2	G protein regulated inducer of neurite outgrowth 2
GPRIN3	GPRIN family member 3
GPS1	G protein pathway suppressor 1
GPS2	G protein pathway suppressor 2
GPSM1	G protein signaling modulator 1
GPSM2	G protein signaling modulator 2
GPSM3	G protein signaling modulator 3
GPT	glutamic--pyruvic transaminase
GPT2	glutamic--pyruvic transaminase 2
GPX1	glutathione peroxidase 1
GPX2	glutathione peroxidase 2
GPX3	glutathione peroxidase 3
GPX4	glutathione peroxidase 4
GPX5	glutathione peroxidase 5
GPX6	glutathione peroxidase 6
GPX7	glutathione peroxidase 7
GPX8	glutathione peroxidase 8 (putative)
GRAMD1A	GRAM domain containing 1A
GRAMD1A-AS1	GRAMD1A antisense RNA 1
GRAMD1B	GRAM domain containing 1B
GRAMD1C	GRAM domain containing 1C
GRAMD2A	GRAM domain containing 2A
GRAMD2B	GRAM domain containing 2B
GRAMD4	GRAM domain containing 4
GRAP	GRB2 related adaptor protein
GRAP2	GRB2 related adaptor protein 2
GRAPL	GRB2 related adaptor protein like
GRAPL-AS1	GRAPL antisense RNA 1
GRAPLDR	GRAPL long non-coding downstream RNA
GRASLND	glycosaminoglycan regulatory associated long non-coding RNA
GRB2	growth factor receptor bound protein 2
GRB7	growth factor receptor bound protein 7
GRB10	growth factor receptor bound protein 10
GRB14	growth factor receptor bound protein 14
GREB1	growth regulating estrogen receptor binding 1
GREB1L	GREB1 like retinoic acid receptor coactivator
GREB1L-DT	GREB1L divergent transcript
GREM1	gremlin 1, DAN family BMP antagonist
GREM1-AS1	GREM1 antisense RNA 1
GREM2	gremlin 2, DAN family BMP antagonist
GREP1	glycine rich extracellular protein 1
GRHL1	grainyhead like transcription factor 1
GRHL2	grainyhead like transcription factor 2
GRHL2-DT	GRHL2 divergent transcript
GRHL3	grainyhead like transcription factor 3
GRHL3-AS1	GRHL3 antisense RNA 1
GRHPR	glyoxylate and hydroxypyruvate reductase
GRIA1	glutamate ionotropic receptor AMPA type subunit 1
GRIA2	glutamate ionotropic receptor AMPA type subunit 2
GRIA3	glutamate ionotropic receptor AMPA type subunit 3
GRIA4	glutamate ionotropic receptor AMPA type subunit 4
GRID1	glutamate ionotropic receptor delta type subunit 1
GRID1-AS1	GRID1 antisense RNA 1
GRID2	glutamate ionotropic receptor delta type subunit 2
GRID2IP	Grid2 interacting protein
GRIFIN	galectin-related inter-fiber protein
GRIK1	glutamate ionotropic receptor kainate type subunit 1
GRIK1-AS1	GRIK1 antisense RNA 1
GRIK1-AS2	GRIK1 antisense RNA 2
GRIK2	glutamate ionotropic receptor kainate type subunit 2
GRIK3	glutamate ionotropic receptor kainate type subunit 3
GRIK4	glutamate ionotropic receptor kainate type subunit 4
GRIK5	glutamate ionotropic receptor kainate type subunit 5
GRIN1	glutamate ionotropic receptor NMDA type subunit 1
GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A
GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B
GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D
GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A
GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B
GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
GRIP1	glutamate receptor interacting protein 1
GRIP2	glutamate receptor interacting protein 2
GRIPAP1	GRIP1 associated protein 1
GRK1	G protein-coupled receptor kinase 1
GRK2	G protein-coupled receptor kinase 2
GRK3	G protein-coupled receptor kinase 3
GRK3-AS1	GRK3 antisense RNA 1
GRK4	G protein-coupled receptor kinase 4
GRK5	G protein-coupled receptor kinase 5
GRK5-IT1	GRK5 intronic transcript 1
GRK6	G protein-coupled receptor kinase 6
GRK7	G protein-coupled receptor kinase 7
GRM1	glutamate metabotropic receptor 1
GRM2	glutamate metabotropic receptor 2
GRM3	glutamate metabotropic receptor 3
GRM3-AS1	GRM3 antisense RNA 1
GRM4	glutamate metabotropic receptor 4
GRM5	glutamate metabotropic receptor 5
GRM5-AS1	GRM5 antisense RNA 1
GRM6	glutamate metabotropic receptor 6
GRM7	glutamate metabotropic receptor 7
GRM7-AS1	GRM7 antisense RNA 1
GRM7-AS2	GRM7 antisense RNA 2
GRM7-AS3	GRM7 antisense RNA 3
GRM8	glutamate metabotropic receptor 8
GRM8-AS1	GRM8 antisense RNA 1
GRN	granulin precursor
GRP	gastrin releasing peptide
GRPEL1	GrpE like 1, mitochondrial
GRPEL2	GrpE like 2, mitochondrial
GRPEL2-AS1	GRPEL2 antisense RNA 1
GRPR	gastrin releasing peptide receptor
GRSF1	G-rich RNA sequence binding factor 1
GRTP1	growth hormone regulated TBC protein 1
GRTP1-AS1	GRTP1 antisense RNA 1
GRWD1	glutamate rich WD repeat containing 1
GRXCR1	glutaredoxin and cysteine rich domain containing 1
GRXCR2	glutaredoxin and cysteine rich domain containing 2
G0S2	G0/G1 switch 2
GSAP	gamma-secretase activating protein
GSC	goosecoid homeobox
GSC-DT	GSC divergent transcript
GSC2	goosecoid homeobox 2
GSDMA	gasdermin A
GSDMB	gasdermin B
GSDMC	gasdermin C
GSDMD	gasdermin D
GSDME	gasdermin E
GSE1	Gse1 coiled-coil protein
GSEC	G-quadruplex forming sequence containing lncRNA
GSG1	germ cell associated 1
GSG1L	GSG1 like
GSG1L2	GSG1 like 2
GSK3A	glycogen synthase kinase 3 alpha
GSK3B	glycogen synthase kinase 3 beta
GSK3B-DT	GSK3B divergent transcript
GSKIP	GSK3B interacting protein
GSN	gelsolin
GSN-AS1	GSN antisense RNA 1
GSPT1	G1 to S phase transition 1
GSPT2	G1 to S phase transition 2
GSR	glutathione-disulfide reductase
GSS	glutathione synthetase
GSTA1	glutathione S-transferase alpha 1
GSTA2	glutathione S-transferase alpha 2
GSTA3	glutathione S-transferase alpha 3
GSTA4	glutathione S-transferase alpha 4
GSTA5	glutathione S-transferase alpha 5
GSTCD	glutathione S-transferase C-terminal domain containing
GSTCD-AS1	GSTCD antisense RNA 1
GSTK1	glutathione S-transferase kappa 1
GSTM1	glutathione S-transferase mu 1
GSTM2	glutathione S-transferase mu 2
GSTM3	glutathione S-transferase mu 3
GSTM4	glutathione S-transferase mu 4
GSTM5	glutathione S-transferase mu 5
GSTO1	glutathione S-transferase omega 1
GSTO2	glutathione S-transferase omega 2
GSTP1	glutathione S-transferase pi 1
GSTT1	glutathione S-transferase theta 1
GSTT1-AS1	GSTT1 antisense RNA 1
GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
GSTT2B	glutathione S-transferase theta 2B
GSTT4	glutathione S-transferase theta 4
GSTZ1	glutathione S-transferase zeta 1
GSX1	GS homeobox 1
GSX2	GS homeobox 2
GTA	galactosyltransferase activator
GTDC1	glycosyltransferase like domain containing 1
GTF2A1	general transcription factor IIA subunit 1
GTF2A1L	general transcription factor IIA subunit 1 like
GTF2A2	general transcription factor IIA subunit 2
GTF2B	general transcription factor IIB
GTF2E1	general transcription factor IIE subunit 1
GTF2E2	general transcription factor IIE subunit 2
GTF2F1	general transcription factor IIF subunit 1
GTF2F2	general transcription factor IIF subunit 2
GTF2H1	general transcription factor IIH subunit 1
GTF2H2	general transcription factor IIH subunit 2
GTF2H2C	GTF2H2 family member C
GTF2H2C_2	GTF2H2 family member C, copy 2
GTF2H3	general transcription factor IIH subunit 3
GTF2H4	general transcription factor IIH subunit 4
GTF2H5	general transcription factor IIH subunit 5
GTF2I	general transcription factor IIi
GTF2I-AS1	GTF2I antisense RNA 1
GTF2IRD1	GTF2I repeat domain containing 1
GTF2IRD2	GTF2I repeat domain containing 2
GTF2IRD2B	GTF2I repeat domain containing 2B
GTF3A	general transcription factor IIIA
GTF3C1	general transcription factor IIIC subunit 1
GTF3C2	general transcription factor IIIC subunit 2
GTF3C2-AS1	GTF3C2 antisense RNA 1
GTF3C2-AS2	GTF3C2 antisense RNA 2
GTF3C3	general transcription factor IIIC subunit 3
GTF3C4	general transcription factor IIIC subunit 4
GTF3C5	general transcription factor IIIC subunit 5
GTF3C6	general transcription factor IIIC subunit 6
GTPBP1	GTP binding protein 1
GTPBP2	GTP binding protein 2
GTPBP3	GTP binding protein 3, mitochondrial
GTPBP4	GTP binding protein 4
GTPBP6	GTP binding protein 6 (putative)
GTPBP8	GTP binding protein 8 (putative)
GTPBP10	GTP binding protein 10
GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1
GTSE1	G2 and S-phase expressed 1
GTSE1-DT	GTSE1 divergent transcript
GTSF1	gametocyte specific factor 1
GTSF1L	gametocyte specific factor 1 like
GUCA1A	guanylate cyclase activator 1A
GUCA1ANB	GUCA1A neighbor
GUCA1B	guanylate cyclase activator 1B
GUCA1C	guanylate cyclase activator 1C
GUCA2A	guanylate cyclase activator 2A
GUCA2B	guanylate cyclase activator 2B
GUCD1	guanylyl cyclase domain containing 1
GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1
GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
GUCY1B1	guanylate cyclase 1 soluble subunit beta 1
GUCY2C	guanylate cyclase 2C
GUCY2D	guanylate cyclase 2D, retinal
GUCY2F	guanylate cyclase 2F, retinal
GUF1	GTP binding elongation factor GUF1
GUK1	guanylate kinase 1
GULP1	GULP PTB domain containing engulfment adaptor 1
GUSB	glucuronidase beta
GVQW1	GVQW motif containing 1
GVQW3	GVQW motif containing 3
GXYLT1	glucoside xylosyltransferase 1
GXYLT2	glucoside xylosyltransferase 2
GYG1	glycogenin 1
GYG2	glycogenin 2
GYG2-AS1	GYG2 antisense RNA 1
GYPA	glycophorin A (MNS blood group)
GYPB	glycophorin B (MNS blood group)
GYPC	glycophorin C (Gerbich blood group)
GYPE	glycophorin E (MNS blood group)
GYS1	glycogen synthase 1
GYS2	glycogen synthase 2
GZF1	GDNF inducible zinc finger protein 1
GZMA	granzyme A
GZMB	granzyme B
GZMH	granzyme H
GZMK	granzyme K
GZMM	granzyme M
H1-0	H1.0 linker histone
H1-1	H1.1 linker histone, cluster member
H1-2	H1.2 linker histone, cluster member
H1-3	H1.3 linker histone, cluster member
H1-4	H1.4 linker histone, cluster member
H1-5	H1.5 linker histone, cluster member
H1-6	H1.6 linker histone, cluster member
H1-7	H1.7 linker histone
H1-8	H1.8 linker histone
H1-10	H1.10 linker histone
H1-10-AS1	H1-10 antisense RNA 1
H2AB1	H2A.B variant histone 1
H2AB2	H2A.B variant histone 2
H2AB3	H2A.B variant histone 3
H2AC1	H2A clustered histone 1
H2AC4	H2A clustered histone 4
H2AC6	H2A clustered histone 6
H2AC7	H2A clustered histone 7
H2AC8	H2A clustered histone 8
H2AC11	H2A clustered histone 11
H2AC12	H2A clustered histone 12
H2AC13	H2A clustered histone 13
H2AC14	H2A clustered histone 14
H2AC15	H2A clustered histone 15
H2AC16	H2A clustered histone 16
H2AC17	H2A clustered histone 17
H2AC18	H2A clustered histone 18
H2AC19	H2A clustered histone 19
H2AC20	H2A clustered histone 20
H2AC21	H2A clustered histone 21
H2AJ	H2A.J histone
H2AL3	H2A.L variant histone 3
H2AP	H2A.P histone
H2AW	H2A.W histone
H2AX	H2A.X variant histone
H2AZ1	H2A.Z variant histone 1
H2AZ1-DT	H2AZ1 divergent transcript
H2AZ2	H2A.Z variant histone 2
H2AZ2-DT	H2AZ2 divergent transcript
H2BC1	H2B clustered histone 1
H2BC3	H2B clustered histone 3
H2BC4	H2B clustered histone 4
H2BC5	H2B clustered histone 5
H2BC6	H2B clustered histone 6
H2BC7	H2B clustered histone 7
H2BC8	H2B clustered histone 8
H2BC9	H2B clustered histone 9
H2BC10	H2B clustered histone 10
H2BC11	H2B clustered histone 11
H2BC12	H2B clustered histone 12
H2BC13	H2B clustered histone 13
H2BC14	H2B clustered histone 14
H2BC15	H2B clustered histone 15
H2BC17	H2B clustered histone 17
H2BC18	H2B clustered histone 18
H2BC21	H2B clustered histone 21
H2BE1	H2B.E variant histone 1
H2BS1	H2B.S histone 1
H2BU1	H2B.U histone 1
H2BW1	H2B.W histone 1
H2BW2	H2B.W histone 2
H3-2	H3.2 histone (putative)
H3-3A	H3.3 histone A
H3-3A-DT	H3-3A divergent transcript
H3-3B	H3.3 histone B
H3-4	H3.4 histone
H3-5	H3.5 histone
H3C1	H3 clustered histone 1
H3C2	H3 clustered histone 2
H3C3	H3 clustered histone 3
H3C4	H3 clustered histone 4
H3C6	H3 clustered histone 6
H3C7	H3 clustered histone 7
H3C8	H3 clustered histone 8
H3C10	H3 clustered histone 10
H3C11	H3 clustered histone 11
H3C12	H3 clustered histone 12
H3C13	H3 clustered histone 13
H3C14	H3 clustered histone 14
H3C15	H3 clustered histone 15
H3Y1	H3.Y histone 1
H3Y2	H3.Y histone 2
H4-16	H4 histone 16
H4C1	H4 clustered histone 1
H4C2	H4 clustered histone 2
H4C3	H4 clustered histone 3
H4C4	H4 clustered histone 4
H4C5	H4 clustered histone 5
H4C6	H4 clustered histone 6
H4C7	H4 clustered histone 7
H4C8	H4 clustered histone 8
H4C9	H4 clustered histone 9
H4C11	H4 clustered histone 11
H4C12	H4 clustered histone 12
H4C13	H4 clustered histone 13
H4C14	H4 clustered histone 14
H4C15	H4 clustered histone 15
H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
H19	H19 imprinted maternally expressed transcript
HAAO	3-hydroxyanthranilate 3,4-dioxygenase
HABP2	hyaluronan binding protein 2
HABP4	hyaluronan binding protein 4
HACD1	3-hydroxyacyl-CoA dehydratase 1
HACD2	3-hydroxyacyl-CoA dehydratase 2
HACD3	3-hydroxyacyl-CoA dehydratase 3
HACD4	3-hydroxyacyl-CoA dehydratase 4
HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
HACL1	2-hydroxyacyl-CoA lyase 1
HADH	hydroxyacyl-CoA dehydrogenase
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
HAGH	hydroxyacylglutathione hydrolase
HAGHL	hydroxyacylglutathione hydrolase like
HAGLR	HOXD antisense growth-associated long non-coding RNA
HAGLROS	HAGLR opposite strand lncRNA
HAL	histidine ammonia-lyase
HAMP	hepcidin antimicrobial peptide
HAND1	heart and neural crest derivatives expressed 1
HAND2	heart and neural crest derivatives expressed 2
HAND2-AS1	HAND2 antisense RNA 1
HAO1	hydroxyacid oxidase 1
HAO2	hydroxyacid oxidase 2
HAO2-IT1	HAO2 intronic transcript 1
HAP1	huntingtin associated protein 1
HAPLN1	hyaluronan and proteoglycan link protein 1
HAPLN2	hyaluronan and proteoglycan link protein 2
HAPLN3	hyaluronan and proteoglycan link protein 3
HAPLN4	hyaluronan and proteoglycan link protein 4
HAR1A	highly accelerated region 1A
HAR1B	highly accelerated region 1B
HARBI1	harbinger transposase derived 1
HARS1	histidyl-tRNA synthetase 1
HARS2	histidyl-tRNA synthetase 2, mitochondrial
HAS1	hyaluronan synthase 1
HAS2	hyaluronan synthase 2
HAS2-AS1	HAS2 antisense RNA 1
HAS3	hyaluronan synthase 3
HASPIN	histone H3 associated protein kinase
HAT1	histone acetyltransferase 1
HAUS1	HAUS augmin like complex subunit 1
HAUS2	HAUS augmin like complex subunit 2
HAUS3	HAUS augmin like complex subunit 3
HAUS4	HAUS augmin like complex subunit 4
HAUS5	HAUS augmin like complex subunit 5
HAUS5-DT	HAUS5 divergent transcript
HAUS6	HAUS augmin like complex subunit 6
HAUS7	HAUS augmin like complex subunit 7
HAUS8	HAUS augmin like complex subunit 8
HAVCR1	hepatitis A virus cellular receptor 1
HAVCR2	hepatitis A virus cellular receptor 2
HAX1	HCLS1 associated protein X-1
HBA1	hemoglobin subunit alpha 1
HBA2	hemoglobin subunit alpha 2
HBB	hemoglobin subunit beta
HBD	hemoglobin subunit delta
HBE1	hemoglobin subunit epsilon 1
HBEGF	heparin binding EGF like growth factor
HBG1	hemoglobin subunit gamma 1
HBG2	hemoglobin subunit gamma 2
HBM	hemoglobin subunit mu
HBP1	HMG-box transcription factor 1
HBQ1	hemoglobin subunit theta 1
HBS1L	HBS1 like translational GTPase
HBZ	hemoglobin subunit zeta
HCAR1	hydroxycarboxylic acid receptor 1
HCAR2	hydroxycarboxylic acid receptor 2
HCAR3	hydroxycarboxylic acid receptor 3
HCCAT5	hepatocellular carcinoma associated transcript 5
HCCS	holocytochrome c synthase
HCCS-DT	HCCS divergent transcript
HCFC1	host cell factor C1
HCFC1-AS1	HCFC1 antisense RNA 1
HCFC1R1	host cell factor C1 regulator 1
HCFC2	host cell factor C2
HCG4	HLA complex group 4
HCG4B	HLA complex group 4B
HCG9	HLA complex group 9
HCG11	HLA complex group 11
HCG14	HLA complex group 14
HCG15	HLA complex group 15
HCG17	HLA complex group 17
HCG18	HLA complex group 18
HCG20	HLA complex group 20
HCG21	HLA complex group 21
HCG22	HLA complex group 22 (gene/pseudogene)
HCG23	HLA complex group 23
HCG24	HLA complex group 24
HCG25	HLA complex group 25
HCG26	HLA complex group 26
HCG27	HLA complex group 27
HCK	HCK proto-oncogene, Src family tyrosine kinase
HCLS1	hematopoietic cell-specific Lyn substrate 1
HCN1	hyperpolarization activated cyclic nucleotide gated potassium channel 1
HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
HCN3	hyperpolarization activated cyclic nucleotide gated potassium channel 3
HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4
HCP5	HLA complex P5
HCP5B	HLA complex P5B
HCRT	hypocretin neuropeptide precursor
HCRTR1	hypocretin receptor 1
HCRTR2	hypocretin receptor 2
HCST	hematopoietic cell signal transducer
HDAC1	histone deacetylase 1
HDAC2	histone deacetylase 2
HDAC2-AS2	HDAC2 and HS3ST5 antisense RNA 2
HDAC3	histone deacetylase 3
HDAC4	histone deacetylase 4
HDAC4-AS1	HDAC4 antisense RNA 1
HDAC5	histone deacetylase 5
HDAC6	histone deacetylase 6
HDAC7	histone deacetylase 7
HDAC8	histone deacetylase 8
HDAC9	histone deacetylase 9
HDAC9-AS1	HDAC9 antisense RNA 1
HDAC10	histone deacetylase 10
HDAC11	histone deacetylase 11
HDAC11-AS1	HDAC11 antisense RNA 1
HDC	histidine decarboxylase
HDDC2	HD domain containing 2
HDDC3	HD domain containing 3
HDGF	heparin binding growth factor
HDGFL1	HDGF like 1
HDGFL2	HDGF like 2
HDGFL3	HDGF like 3
HDHD2	haloacid dehalogenase like hydrolase domain containing 2
HDHD3	haloacid dehalogenase like hydrolase domain containing 3
HDHD5	haloacid dehalogenase like hydrolase domain containing 5
HDHD5-AS1	HDHD5 antisense RNA 1
HDLBP	high density lipoprotein binding protein
HDX	highly divergent homeobox
HEATR1	HEAT repeat containing 1
HEATR3	HEAT repeat containing 3
HEATR3-AS1	HEATR3 antisense RNA 1
HEATR4	HEAT repeat containing 4
HEATR5A	HEAT repeat containing 5A
HEATR5A-DT	HEATR5A divergent transcript
HEATR5B	HEAT repeat containing 5B
HEATR6	HEAT repeat containing 6
HEATR6-DT	HEATR6 divergent transcript
HEATR9	HEAT repeat containing 9
HEBP1	heme binding protein 1
HEBP2	heme binding protein 2
HECA	hdc homolog, cell cycle regulator
HECTD1	HECT domain E3 ubiquitin protein ligase 1
HECTD2	HECT domain E3 ubiquitin protein ligase 2
HECTD2-AS1	HECTD2 antisense RNA 1
HECTD3	HECT domain E3 ubiquitin protein ligase 3
HECTD4	HECT domain E3 ubiquitin protein ligase 4
